Date,Species,Trap,Latitude,Longitude,NumMosquitos,WnvPresent,StnPressure,ResultDir,AvgSpeed,Night_Hours,FG,BR,HZ,year,month,weekofyear,Tavg_roll_7,Tavg_roll_14,Depart_roll_7,Depart_roll_14,Heat_roll_7,Heat_roll_14,Cool_roll_7,Cool_roll_14,PrecipTotal_roll_7,PrecipTotal_roll_14,Rel_Humidity_roll_7,Rel_Humidity_roll_14,DZ_roll_7,DZ_roll_14,RA_roll_7,RA_roll_14,TSRA_roll_7,TSRA_roll_14,TS_roll_7,TS_roll_14,VCTS_roll_7,VCTS_roll_14
2007-05-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T002,41.95469,-87.800991,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T007,41.994991,-87.769279,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T015,41.974089,-87.824812,4,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T045,41.9216,-87.666455,2,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T046,41.891118,-87.65449100000001,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T048,41.867108,-87.654224,2,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T049,41.896282,-87.655232,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,2,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T054,41.921965,-87.632085,3,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T086,41.688324,-87.676709,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T091,41.862292,-87.64886,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T094,41.720848,-87.666014,3,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX RESTUANS,T096,41.731922,-87.677512,5,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX PIPIENS,T096,41.731922,-87.677512,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2007-05-29,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,1,0,29.415,17.0,6.95,9.066666666666666,0.0,1.0,1.0,2007,5,22,68.5,64.42857142857143,5.714285714285714,2.9285714285714284,1.2857142857142858,3.5714285714285716,5.0,3.25,0.11642857142857144,0.07214285714285709,55.26603880582132,51.65664630693792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
